Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Total - All Places of Death,,23827,1844,0,296,2142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,"Healthcare setting, inpatient",0,7751,1391,0,255,1646,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,"Healthcare setting, outpatient or emergency room",0,1351,65,0,12,77,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Decedent's home,,8480,190,0,15,207,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Hospice facility,0,409,12,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Nursing home/long term care facility,0,3568,140,0,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Other,0,2263,46,0,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Total - All Places of Death,278,25123,2240,148,189,2559,
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,"Healthcare setting, inpatient",225,7894,1704,134,161,1956,
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,"Healthcare setting, outpatient or emergency room",14,1490,113,,,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,"Healthcare setting, dead on arrival",0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Decedent's home,31,9362,200,,11,238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Hospice facility,0,372,13,0,0,13,
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Nursing home/long term care facility,,3584,162,,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Other,,2411,47,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,California,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Total - All Places of Death,2016,25625,2905,1153,31,3799,
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,"Healthcare setting, inpatient",1623,7477,2233,1007,21,2870,
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,"Healthcare setting, outpatient or emergency room",64,1499,135,29,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,"Healthcare setting, dead on arrival",,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Decedent's home,72,10201,186,14,,246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Hospice facility,,325,20,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Nursing home/long term care facility,210,3769,276,90,,402,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Other,45,2339,54,13,0,86,
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Total - All Places of Death,2235,24942,2575,1221,,3594,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,"Healthcare setting, inpatient",1676,7263,2019,1062,,2636,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,"Healthcare setting, outpatient or emergency room",62,1438,78,17,0,123,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,"Healthcare setting, dead on arrival",,16,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Decedent's home,84,10033,168,21,,232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Hospice facility,,353,15,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Nursing home/long term care facility,345,3347,246,105,,487,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Other,62,2492,49,13,0,98,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Total - All Places of Death,2056,23989,2328,1095,,3293,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,"Healthcare setting, inpatient",1527,7184,1860,958,,2431,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,"Healthcare setting, outpatient or emergency room",74,1386,78,25,0,127,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,"Healthcare setting, dead on arrival",,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Decedent's home,135,9572,155,23,,268,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Hospice facility,,326,13,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Nursing home/long term care facility,269,3096,181,79,,372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Other,49,2417,40,10,0,79,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,California,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Total - All Places of Death,3883,27368,3457,2134,,5206,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,"Healthcare setting, inpatient",2847,8818,2769,1830,,3786,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,"Healthcare setting, outpatient or emergency room",177,1759,129,66,0,240,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,"Healthcare setting, dead on arrival",,12,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Decedent's home,298,10411,236,87,0,447,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Hospice facility,10,343,15,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Nursing home/long term care facility,472,3405,256,134,0,594,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Other,78,2618,52,13,0,117,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,California,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Total - All Places of Death,3751,27533,3396,2148,,5000,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,"Healthcare setting, inpatient",2795,8626,2758,1879,,3675,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,"Healthcare setting, outpatient or emergency room",111,1631,110,46,0,175,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Decedent's home,200,10668,201,53,0,348,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Hospice facility,,334,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Nursing home/long term care facility,538,3473,264,142,0,660,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Other,98,2796,53,23,0,128,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Total - All Places of Death,2065,24485,2350,1171,0,3244,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,"Healthcare setting, inpatient",1509,7349,1880,995,0,2394,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,"Healthcare setting, outpatient or emergency room",64,1415,72,28,0,108,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,"Healthcare setting, dead on arrival",0,12,0,0,0,0,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Decedent's home,127,9888,164,34,0,257,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Hospice facility,,330,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Nursing home/long term care facility,302,2976,188,102,0,388,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Other,59,2515,40,12,0,87,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,California,Place of death unknown,0,0,0,0,0,0,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Total - All Places of Death,1454,24531,2053,814,,2696,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,"Healthcare setting, inpatient",1034,7189,1647,687,,1995,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,"Healthcare setting, outpatient or emergency room",50,1495,61,20,0,91,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,"Healthcare setting, dead on arrival",,10,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Decedent's home,118,9921,153,24,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Hospice facility,,331,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Nursing home/long term care facility,200,3007,144,65,0,279,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Other,46,2577,38,13,0,71,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,California,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,California,Total - All Places of Death,2567,26522,2736,1388,,3917,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,California,"Healthcare setting, inpatient",1798,8199,2165,1165,,2799,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,California,"Healthcare setting, outpatient or emergency room",124,1642,104,53,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
